,SuperInsulating_01445,SuperInsulating_00795,Simple 1001,DistrictHeating:Facility,DistrictCooling:Facility,Electricity:Facility
0,1.4000000000000001,1.4000000000000001,5.0,34743349487.333496,17784547645.161884,50452844768.26758
1,1.4000000000000001,1.4000000000000001,4.920338983050847,34743349487.333496,17784547645.161884,50452844768.26758
2,1.4000000000000001,1.4000000000000001,4.840677966101695,34743349487.333496,17784547645.161884,50452844768.26758
3,1.4000000000000001,1.4000000000000001,4.761016949152542,34743349487.333496,17784547645.161884,50452844768.26758
4,1.4000000000000001,1.4000000000000001,4.68135593220339,34743349487.333496,17784547645.161884,50452844768.26758
5,1.4000000000000001,1.4000000000000001,4.601694915254237,34743349487.333496,17784547645.161884,50452844768.26758
6,1.4000000000000001,1.4000000000000001,4.522033898305085,34743349487.333496,17784547645.161884,50452844768.26758
7,1.4000000000000001,1.4000000000000001,4.442372881355932,34743349487.333496,17784547645.161884,50452844768.26758
8,1.4000000000000001,1.4000000000000001,4.36271186440678,34743349487.333496,17784547645.161884,50452844768.26758
9,1.4000000000000001,1.4000000000000001,4.283050847457627,34743349487.333496,17784547645.161884,50452844768.26758
10,1.4000000000000001,1.4000000000000001,4.203389830508474,34743349487.333496,17784547645.161884,50452844768.26758
11,1.4000000000000001,1.4000000000000001,4.123728813559322,34743349487.333496,17784547645.161884,50452844768.26758
12,1.4000000000000001,1.4000000000000001,4.04406779661017,34743349487.333496,17784547645.161884,50452844768.26758
13,1.4000000000000001,1.4000000000000001,3.964406779661017,34743349487.333496,17784547645.161884,50452844768.26758
14,1.4000000000000001,1.4000000000000001,3.884745762711864,34743349487.333496,17784547645.161884,50452844768.26758
15,1.4000000000000001,1.4000000000000001,3.805084745762712,34743349487.333496,17784547645.161884,50452844768.26758
16,1.4000000000000001,1.4000000000000001,3.725423728813559,34743349487.333496,17784547645.161884,50452844768.26758
17,1.4000000000000001,1.4000000000000001,3.645762711864407,34743349487.333496,17784547645.161884,50452844768.26758
18,1.4000000000000001,1.4000000000000001,3.566101694915254,34743349487.333496,17784547645.161884,50452844768.26758
19,1.4000000000000001,1.4000000000000001,3.4864406779661015,34743349487.333496,17784547645.161884,50452844768.26758
20,1.4000000000000001,1.4000000000000001,3.406779661016949,34743349487.333496,17784547645.161884,50452844768.26758
21,1.4000000000000001,1.4000000000000001,3.3271186440677964,34743349487.333496,17784547645.161884,50452844768.26758
22,1.4000000000000001,1.4000000000000001,3.247457627118644,34743349487.333496,17784547645.161884,50452844768.26758
23,1.4000000000000001,1.4000000000000001,3.1677966101694914,34743349487.333496,17784547645.161884,50452844768.26758
24,1.4000000000000001,1.4000000000000001,3.088135593220339,34743349487.333496,17784547645.161884,50452844768.26758
25,1.4000000000000001,1.4000000000000001,3.008474576271186,34743349487.333496,17784547645.161884,50452844768.26758
26,1.4000000000000001,1.4000000000000001,2.928813559322034,34743349487.333496,17784547645.161884,50452844768.26758
27,1.4000000000000001,1.4000000000000001,2.849152542372881,34743349487.333496,17784547645.161884,50452844768.26758
28,1.4000000000000001,1.4000000000000001,2.7694915254237285,34743349487.333496,17784547645.161884,50452844768.26758
29,1.4000000000000001,1.4000000000000001,2.689830508474576,34743349487.333496,17784547645.161884,50452844768.26758
30,1.4000000000000001,1.4000000000000001,2.6101694915254234,34743349487.333496,17784547645.161884,50452844768.26758
31,1.4000000000000001,1.4000000000000001,2.530508474576271,34743349487.333496,17784547645.161884,50452844768.26758
32,1.4000000000000001,1.4000000000000001,2.4508474576271184,34743349487.333496,17784547645.161884,50452844768.26758
33,1.4000000000000001,1.4000000000000001,2.371186440677966,34743349487.333496,17784547645.161884,50452844768.26758
34,1.4000000000000001,1.4000000000000001,2.2915254237288134,34743349487.333496,17784547645.161884,50452844768.26758
35,1.4000000000000001,1.4000000000000001,2.211864406779661,34743349487.333496,17784547645.161884,50452844768.26758
36,1.4000000000000001,1.4000000000000001,2.1322033898305084,34743349487.333496,17784547645.161884,50452844768.26758
37,1.4000000000000001,1.4000000000000001,2.052542372881356,34743349487.333496,17784547645.161884,50452844768.26758
38,1.4000000000000001,1.4000000000000001,1.972881355932203,34743349487.333496,17784547645.161884,50452844768.26758
39,1.4000000000000001,1.4000000000000001,1.8932203389830504,34743349487.333496,17784547645.161884,50452844768.26758
40,1.4000000000000001,1.4000000000000001,1.813559322033898,34743349487.333496,17784547645.161884,50452844768.26758
41,1.4000000000000001,1.4000000000000001,1.7338983050847454,34743349487.333496,17784547645.161884,50452844768.26758
42,1.4000000000000001,1.4000000000000001,1.654237288135593,34743349487.333496,17784547645.161884,50452844768.26758
43,1.4000000000000001,1.4000000000000001,1.5745762711864404,34743349487.333496,17784547645.161884,50452844768.26758
44,1.4000000000000001,1.4000000000000001,1.4949152542372879,34743349487.333496,17784547645.161884,50452844768.26758
45,1.4000000000000001,1.4000000000000001,1.4152542372881354,34743349487.333496,17784547645.161884,50452844768.26758
46,1.4000000000000001,1.4000000000000001,1.3355932203389829,34743349487.333496,17784547645.161884,50452844768.26758
47,1.4000000000000001,1.4000000000000001,1.2559322033898304,34743349487.333496,17784547645.161884,50452844768.26758
48,1.4000000000000001,1.4000000000000001,1.1762711864406779,34743349487.333496,17784547645.161884,50452844768.26758
49,1.4000000000000001,1.4000000000000001,1.096610169491525,34743349487.333496,17784547645.161884,50452844768.26758
50,1.4000000000000001,1.4000000000000001,1.0169491525423724,34743349487.333496,17784547645.161884,50452844768.26758
51,1.4000000000000001,1.4000000000000001,0.9372881355932199,34743349487.333496,17784547645.161884,50452844768.26758
52,1.4000000000000001,1.4000000000000001,0.8576271186440678,34743349487.333496,17784547645.161884,50452844768.26758
53,1.4000000000000001,1.4000000000000001,0.7779661016949149,34743349487.333496,17784547645.161884,50452844768.26758
54,1.4000000000000001,1.4000000000000001,0.6983050847457619,34743349487.333496,17784547645.161884,50452844768.26758
55,1.4000000000000001,1.4000000000000001,0.6186440677966099,34743349487.333496,17784547645.161884,50452844768.26758
56,1.4000000000000001,1.4000000000000001,0.5389830508474569,34743349487.333496,17784547645.161884,50452844768.26758
57,1.4000000000000001,1.4000000000000001,0.45932203389830484,34743349487.333496,17784547645.161884,50452844768.26758
58,1.4000000000000001,1.4000000000000001,0.3796610169491519,34743349487.333496,17784547645.161884,50452844768.26758
59,1.4000000000000001,1.4000000000000001,0.3,34743349487.333496,17784547645.161884,50452844768.26758
